,Temp.Cat,unique.ID,Temp.C,K,Ambient_Nutrient,Species,Chamber.Channel,Run,umol.cm2.hr,log.rate,rate.type,Condition,individual.ID,Species.ID,Organism.ID
1161,39,G4_AD_39,39,312.15,Ambient,Grac,4,8,49.39277466,3.919847805,Respiration,RespirationAmbient,G4_AD,G4_D,G4
1162,42,G4_AD_42,42,315.15,Ambient,Grac,4,8,31.93414511,3.494509965,Respiration,RespirationAmbient,G4_AD,G4_D,G4
1163,16,G4_ND_16,16,289.15,Nutrient,Grac,4,2,29.31963662,3.411795576,Respiration,RespirationNutrient,G4_ND,G4_D,G4
1164,20,G4_ND_20,20,293.15,Nutrient,Grac,4,2,43.06338994,3.785629278,Respiration,RespirationNutrient,G4_ND,G4_D,G4
1165,22,G4_ND_22,22,295.15,Nutrient,Grac,4,2,42.49927331,3.772744232,Respiration,RespirationNutrient,G4_ND,G4_D,G4
1166,24,G4_ND_24,24,297.15,Nutrient,Grac,4,2,43.7898149,3.801980768,Respiration,RespirationNutrient,G4_ND,G4_D,G4
1167,26,G4_ND_26,26,299.15,Nutrient,Grac,4,2,46.03978676,3.85099377,Respiration,RespirationNutrient,G4_ND,G4_D,G4
1168,28,G4_ND_28,28,301.15,Nutrient,Grac,4,2,45.61795046,3.84198567,Respiration,RespirationNutrient,G4_ND,G4_D,G4
1169,30,G4_ND_30,30,303.15,Nutrient,Grac,4,2,41.86882732,3.758144926,Respiration,RespirationNutrient,G4_ND,G4_D,G4
1170,32,G4_ND_32,32,305.15,Nutrient,Grac,4,2,34.79889509,3.57791703,Respiration,RespirationNutrient,G4_ND,G4_D,G4
1171,34,G4_ND_34,34,307.15,Nutrient,Grac,4,2,34.53474889,3.57051106,Respiration,RespirationNutrient,G4_ND,G4_D,G4
1172,36,G4_ND_36,36,309.15,Nutrient,Grac,4,2,26.59115609,3.31749529,Respiration,RespirationNutrient,G4_ND,G4_D,G4
1173,39,G4_ND_39,39,312.15,Nutrient,Grac,4,2,70.45815259,4.269112,Respiration,RespirationNutrient,G4_ND,G4_D,G4
1174,42,G4_ND_42,42,315.15,Nutrient,Grac,4,2,31.62346021,3.485031668,Respiration,RespirationNutrient,G4_ND,G4_D,G4
312,16,G4_NL_16,16,289.15,Nutrient,Grac,4,5,61.76744523,4.139436551,Net Photosynthesis,Net PhotosynthesisNutrient,G4_NL,G4_L,G4
313,20,G4_NL_20,20,293.15,Nutrient,Grac,4,5,90.44260248,4.51571148,Net Photosynthesis,Net PhotosynthesisNutrient,G4_NL,G4_L,G4
314,22,G4_NL_22,22,295.15,Nutrient,Grac,4,5,110.4313064,4.713408315,Net Photosynthesis,Net PhotosynthesisNutrient,G4_NL,G4_L,G4
315,24,G4_NL_24,24,297.15,Nutrient,Grac,4,5,111.0842114,4.719250476,Net Photosynthesis,Net PhotosynthesisNutrient,G4_NL,G4_L,G4
316,26,G4_NL_26,26,299.15,Nutrient,Grac,4,5,130.5730651,4.879562325,Net Photosynthesis,Net PhotosynthesisNutrient,G4_NL,G4_L,G4
317,28,G4_NL_28,28,301.15,Nutrient,Grac,4,5,127.6679625,4.857235152,Net Photosynthesis,Net PhotosynthesisNutrient,G4_NL,G4_L,G4
318,30,G4_NL_30,30,303.15,Nutrient,Grac,4,5,107.0289611,4.68239935,Net Photosynthesis,Net PhotosynthesisNutrient,G4_NL,G4_L,G4
319,32,G4_NL_32,32,305.15,Nutrient,Grac,4,5,104.5768228,4.659438866,Net Photosynthesis,Net PhotosynthesisNutrient,G4_NL,G4_L,G4
320,34,G4_NL_34,34,307.15,Nutrient,Grac,4,5,89.93290093,4.510121882,Net Photosynthesis,Net PhotosynthesisNutrient,G4_NL,G4_L,G4
321,36,G4_NL_36,36,309.15,Nutrient,Grac,4,5,-13.59745385,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,G4_NL,G4_L,G4
322,39,G4_NL_39,39,312.15,Nutrient,Grac,4,5,-36.74665276,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,G4_NL,G4_L,G4
323,42,G4_NL_42,42,315.15,Nutrient,Grac,4,5,-55.78651966,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,G4_NL,G4_L,G4
1175,16,G5_AD_16,16,289.15,Ambient,Grac,5,8,32.75103553,3.519011099,Respiration,RespirationAmbient,G5_AD,G5_D,G5
1176,20,G5_AD_20,20,293.15,Ambient,Grac,5,8,53.69504748,4.001773166,Respiration,RespirationAmbient,G5_AD,G5_D,G5
1177,22,G5_AD_22,22,295.15,Ambient,Grac,5,8,56.50342384,4.051844491,Respiration,RespirationAmbient,G5_AD,G5_D,G5
1178,24,G5_AD_24,24,297.15,Ambient,Grac,5,8,60.38651658,4.117190211,Respiration,RespirationAmbient,G5_AD,G5_D,G5
1179,26,G5_AD_26,26,299.15,Ambient,Grac,5,8,61.5274487,4.13560564,Respiration,RespirationAmbient,G5_AD,G5_D,G5
1180,28,G5_AD_28,28,301.15,Ambient,Grac,5,8,68.57495038,4.242404594,Respiration,RespirationAmbient,G5_AD,G5_D,G5
1181,30,G5_AD_30,30,303.15,Ambient,Grac,5,8,67.35911599,4.224774926,Respiration,RespirationAmbient,G5_AD,G5_D,G5
1182,32,G5_AD_32,32,305.15,Ambient,Grac,5,8,77.99513036,4.36938621,Respiration,RespirationAmbient,G5_AD,G5_D,G5
1183,34,G5_AD_34,34,307.15,Ambient,Grac,5,8,62.87883662,4.156988111,Respiration,RespirationAmbient,G5_AD,G5_D,G5
1184,36,G5_AD_36,36,309.15,Ambient,Grac,5,8,51.26911735,3.956405706,Respiration,RespirationAmbient,G5_AD,G5_D,G5
1185,39,G5_AD_39,39,312.15,Ambient,Grac,5,8,59.19510267,4.097590998,Respiration,RespirationAmbient,G5_AD,G5_D,G5
1186,42,G5_AD_42,42,315.15,Ambient,Grac,5,8,51.97797205,3.969876205,Respiration,RespirationAmbient,G5_AD,G5_D,G5
324,16,G5_AL_16,16,289.15,Ambient,Grac,5,15,181.303317,5.205671877,Net Photosynthesis,Net PhotosynthesisAmbient,G5_AL,G5_L,G5
325,20,G5_AL_20,20,293.15,Ambient,Grac,5,15,154.1268604,5.044243236,Net Photosynthesis,Net PhotosynthesisAmbient,G5_AL,G5_L,G5
326,22,G5_AL_22,22,295.15,Ambient,Grac,5,15,178.9883376,5.192892058,Net Photosynthesis,Net PhotosynthesisAmbient,G5_AL,G5_L,G5
327,24,G5_AL_24,24,297.15,Ambient,Grac,5,15,194.4740106,5.275427432,Net Photosynthesis,Net PhotosynthesisAmbient,G5_AL,G5_L,G5
328,26,G5_AL_26,26,299.15,Ambient,Grac,5,15,174.6195877,5.168320222,Net Photosynthesis,Net PhotosynthesisAmbient,G5_AL,G5_L,G5
329,28,G5_AL_28,28,301.15,Ambient,Grac,5,15,167.9725492,5.129736271,Net Photosynthesis,Net PhotosynthesisAmbient,G5_AL,G5_L,G5
330,30,G5_AL_30,30,303.15,Ambient,Grac,5,15,124.7638703,4.834406103,Net Photosynthesis,Net PhotosynthesisAmbient,G5_AL,G5_L,G5
331,32,G5_AL_32,32,305.15,Ambient,Grac,5,15,128.2499595,4.8617482,Net Photosynthesis,Net PhotosynthesisAmbient,G5_AL,G5_L,G5
332,34,G5_AL_34,34,307.15,Ambient,Grac,5,15,115.107161,4.754513566,Net Photosynthesis,Net PhotosynthesisAmbient,G5_AL,G5_L,G5
333,36,G5_AL_36,36,309.15,Ambient,Grac,5,15,-52.02539035,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,G5_AL,G5_L,G5
334,39,G5_AL_39,39,312.15,Ambient,Grac,5,15,-61.84125057,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,G5_AL,G5_L,G5
335,42,G5_AL_42,42,315.15,Ambient,Grac,5,15,-45.91756124,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,G5_AL,G5_L,G5
1187,16,G5_ND_16,16,289.15,Nutrient,Grac,5,2,29.34966671,3.412785536,Respiration,RespirationNutrient,G5_ND,G5_D,G5
1188,20,G5_ND_20,20,293.15,Nutrient,Grac,5,2,35.14681207,3.587588759,Respiration,RespirationNutrient,G5_ND,G5_D,G5
1189,22,G5_ND_22,22,295.15,Nutrient,Grac,5,2,36.26779714,3.618129606,Respiration,RespirationNutrient,G5_ND,G5_D,G5
1190,24,G5_ND_24,24,297.15,Nutrient,Grac,5,2,42.76464171,3.778826224,Respiration,RespirationNutrient,G5_ND,G5_D,G5
1191,26,G5_ND_26,26,299.15,Nutrient,Grac,5,2,47.5704302,3.883014914,Respiration,RespirationNutrient,G5_ND,G5_D,G5
1192,28,G5_ND_28,28,301.15,Nutrient,Grac,5,2,53.74571517,4.002699104,Respiration,RespirationNutrient,G5_ND,G5_D,G5
1193,30,G5_ND_30,30,303.15,Nutrient,Grac,5,2,50.56218581,3.942788571,Respiration,RespirationNutrient,G5_ND,G5_D,G5
1194,32,G5_ND_32,32,305.15,Nutrient,Grac,5,2,66.63202002,4.21408154,Respiration,RespirationNutrient,G5_ND,G5_D,G5
1195,34,G5_ND_34,34,307.15,Nutrient,Grac,5,2,64.30071957,4.179003056,Respiration,RespirationNutrient,G5_ND,G5_D,G5
1196,36,G5_ND_36,36,309.15,Nutrient,Grac,5,2,91.58095693,4.528083472,Respiration,RespirationNutrient,G5_ND,G5_D,G5
1197,39,G5_ND_39,39,312.15,Nutrient,Grac,5,2,93.50071662,4.548607418,Respiration,RespirationNutrient,G5_ND,G5_D,G5
1198,42,G5_ND_42,42,315.15,Nutrient,Grac,5,2,108.2273991,4.693431939,Respiration,RespirationNutrient,G5_ND,G5_D,G5
336,16,G5_NL_16,16,289.15,Nutrient,Grac,5,5,95.74728188,4.572102237,Net Photosynthesis,Net PhotosynthesisNutrient,G5_NL,G5_L,G5
337,20,G5_NL_20,20,293.15,Nutrient,Grac,5,5,142.1142768,4.96364345,Net Photosynthesis,Net PhotosynthesisNutrient,G5_NL,G5_L,G5
338,22,G5_NL_22,22,295.15,Nutrient,Grac,5,5,169.570011,5.139145834,Net Photosynthesis,Net PhotosynthesisNutrient,G5_NL,G5_L,G5
339,24,G5_NL_24,24,297.15,Nutrient,Grac,5,5,169.9462154,5.141348977,Net Photosynthesis,Net PhotosynthesisNutrient,G5_NL,G5_L,G5
340,26,G5_NL_26,26,299.15,Nutrient,Grac,5,5,203.0469834,5.318350278,Net Photosynthesis,Net PhotosynthesisNutrient,G5_NL,G5_L,G5
341,28,G5_NL_28,28,301.15,Nutrient,Grac,5,5,187.5854846,5.239551403,Net Photosynthesis,Net PhotosynthesisNutrient,G5_NL,G5_L,G5
342,30,G5_NL_30,30,303.15,Nutrient,Grac,5,5,167.8118872,5.128785001,Net Photosynthesis,Net PhotosynthesisNutrient,G5_NL,G5_L,G5
343,32,G5_NL_32,32,305.15,Nutrient,Grac,5,5,151.770057,5.028933895,Net Photosynthesis,Net PhotosynthesisNutrient,G5_NL,G5_L,G5
344,34,G5_NL_34,34,307.15,Nutrient,Grac,5,5,126.1973399,4.845739738,Net Photosynthesis,Net PhotosynthesisNutrient,G5_NL,G5_L,G5
345,36,G5_NL_36,36,309.15,Nutrient,Grac,5,5,0.019042751,0.018863707,Net Photosynthesis,Net PhotosynthesisNutrient,G5_NL,G5_L,G5
346,39,G5_NL_39,39,312.15,Nutrient,Grac,5,5,-68.35259708,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,G5_NL,G5_L,G5
347,42,G5_NL_42,42,315.15,Nutrient,Grac,5,5,-102.485232,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,G5_NL,G5_L,G5
1199,16,G6_AD_16,16,289.15,Ambient,Grac,6,8,20.87328018,3.085265809,Respiration,RespirationAmbient,G6_AD,G6_D,G6
1200,20,G6_AD_20,20,293.15,Ambient,Grac,6,8,32.11370259,3.499947172,Respiration,RespirationAmbient,G6_AD,G6_D,G6
1201,22,G6_AD_22,22,295.15,Ambient,Grac,6,8,37.51289463,3.650993111,Respiration,RespirationAmbient,G6_AD,G6_D,G6
1202,24,G6_AD_24,24,297.15,Ambient,Grac,6,8,41.67951041,3.753718955,Respiration,RespirationAmbient,G6_AD,G6_D,G6
1203,26,G6_AD_26,26,299.15,Ambient,Grac,6,8,45.73518843,3.844497381,Respiration,RespirationAmbient,G6_AD,G6_D,G6
1204,28,G6_AD_28,28,301.15,Ambient,Grac,6,8,52.27245715,3.975419446,Respiration,RespirationAmbient,G6_AD,G6_D,G6
1205,30,G6_AD_30,30,303.15,Ambient,Grac,6,8,52.71439153,3.983680964,Respiration,RespirationAmbient,G6_AD,G6_D,G6
1206,32,G6_AD_32,32,305.15,Ambient,Grac,6,8,72.64736521,4.299288368,Respiration,RespirationAmbient,G6_AD,G6_D,G6
1207,34,G6_AD_34,34,307.15,Ambient,Grac,6,8,69.42571404,4.254558453,Respiration,RespirationAmbient,G6_AD,G6_D,G6
1208,36,G6_AD_36,36,309.15,Ambient,Grac,6,8,69.78533988,4.259651915,Respiration,RespirationAmbient,G6_AD,G6_D,G6
1209,39,G6_AD_39,39,312.15,Ambient,Grac,6,8,76.47952808,4.350013748,Respiration,RespirationAmbient,G6_AD,G6_D,G6
1210,42,G6_AD_42,42,315.15,Ambient,Grac,6,8,63.91420344,4.173066451,Respiration,RespirationAmbient,G6_AD,G6_D,G6
348,16,G6_AL_16,16,289.15,Ambient,Grac,6,15,147.7146978,5.002029691,Net Photosynthesis,Net PhotosynthesisAmbient,G6_AL,G6_L,G6
349,20,G6_AL_20,20,293.15,Ambient,Grac,6,15,182.0962449,5.210011943,Net Photosynthesis,Net PhotosynthesisAmbient,G6_AL,G6_L,G6
350,22,G6_AL_22,22,295.15,Ambient,Grac,6,15,188.3821308,5.24376683,Net Photosynthesis,Net PhotosynthesisAmbient,G6_AL,G6_L,G6
351,24,G6_AL_24,24,297.15,Ambient,Grac,6,15,185.8706108,5.230416457,Net Photosynthesis,Net PhotosynthesisAmbient,G6_AL,G6_L,G6
352,26,G6_AL_26,26,299.15,Ambient,Grac,6,15,189.4904425,5.249602023,Net Photosynthesis,Net PhotosynthesisAmbient,G6_AL,G6_L,G6
353,28,G6_AL_28,28,301.15,Ambient,Grac,6,15,177.987317,5.187314949,Net Photosynthesis,Net PhotosynthesisAmbient,G6_AL,G6_L,G6
354,30,G6_AL_30,30,303.15,Ambient,Grac,6,15,127.3972626,4.855129072,Net Photosynthesis,Net PhotosynthesisAmbient,G6_AL,G6_L,G6
355,32,G6_AL_32,32,305.15,Ambient,Grac,6,15,127.2153982,4.853711648,Net Photosynthesis,Net PhotosynthesisAmbient,G6_AL,G6_L,G6
356,34,G6_AL_34,34,307.15,Ambient,Grac,6,15,121.0091168,4.80409577,Net Photosynthesis,Net PhotosynthesisAmbient,G6_AL,G6_L,G6
357,36,G6_AL_36,36,309.15,Ambient,Grac,6,15,-13.10945769,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,G6_AL,G6_L,G6
358,39,G6_AL_39,39,312.15,Ambient,Grac,6,15,-51.87897144,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,G6_AL,G6_L,G6
359,42,G6_AL_42,42,315.15,Ambient,Grac,6,15,-66.22586644,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,G6_AL,G6_L,G6
1211,16,G6_ND_16,16,289.15,Nutrient,Grac,6,2,36.28813581,3.618675201,Respiration,RespirationNutrient,G6_ND,G6_D,G6
1212,20,G6_ND_20,20,293.15,Nutrient,Grac,6,2,49.24281858,3.916867623,Respiration,RespirationNutrient,G6_ND,G6_D,G6
1213,22,G6_ND_22,22,295.15,Nutrient,Grac,6,2,49.47412838,3.921460896,Respiration,RespirationNutrient,G6_ND,G6_D,G6
1214,24,G6_ND_24,24,297.15,Nutrient,Grac,6,2,52.76844905,3.984686846,Respiration,RespirationNutrient,G6_ND,G6_D,G6
1215,26,G6_ND_26,26,299.15,Nutrient,Grac,6,2,53.17180941,3.992160652,Respiration,RespirationNutrient,G6_ND,G6_D,G6
1216,28,G6_ND_28,28,301.15,Nutrient,Grac,6,2,54.78043226,4.021423132,Respiration,RespirationNutrient,G6_ND,G6_D,G6
1217,30,G6_ND_30,30,303.15,Nutrient,Grac,6,2,49.93390245,3.930528762,Respiration,RespirationNutrient,G6_ND,G6_D,G6
1218,32,G6_ND_32,32,305.15,Nutrient,Grac,6,2,53.42742472,3.996868158,Respiration,RespirationNutrient,G6_ND,G6_D,G6
1219,34,G6_ND_34,34,307.15,Nutrient,Grac,6,2,60.49686561,4.118986208,Respiration,RespirationNutrient,G6_ND,G6_D,G6
1220,36,G6_ND_36,36,309.15,Nutrient,Grac,6,2,73.14957615,4.306084352,Respiration,RespirationNutrient,G6_ND,G6_D,G6
1221,39,G6_ND_39,39,312.15,Nutrient,Grac,6,2,70.56983165,4.27067364,Respiration,RespirationNutrient,G6_ND,G6_D,G6
1222,42,G6_ND_42,42,315.15,Nutrient,Grac,6,2,38.06059455,3.665114147,Respiration,RespirationNutrient,G6_ND,G6_D,G6
360,16,G6_NL_16,16,289.15,Nutrient,Grac,6,5,117.7248534,4.77680866,Net Photosynthesis,Net PhotosynthesisNutrient,G6_NL,G6_L,G6
361,20,G6_NL_20,20,293.15,Nutrient,Grac,6,5,190.5303486,5.255046274,Net Photosynthesis,Net PhotosynthesisNutrient,G6_NL,G6_L,G6
362,22,G6_NL_22,22,295.15,Nutrient,Grac,6,5,249.5093433,5.523496218,Net Photosynthesis,Net PhotosynthesisNutrient,G6_NL,G6_L,G6
363,24,G6_NL_24,24,297.15,Nutrient,Grac,6,5,298.0166425,5.700499232,Net Photosynthesis,Net PhotosynthesisNutrient,G6_NL,G6_L,G6
364,26,G6_NL_26,26,299.15,Nutrient,Grac,6,5,297.6879105,5.699399251,Net Photosynthesis,Net PhotosynthesisNutrient,G6_NL,G6_L,G6
365,28,G6_NL_28,28,301.15,Nutrient,Grac,6,5,282.268414,5.646394908,Net Photosynthesis,Net PhotosynthesisNutrient,G6_NL,G6_L,G6
366,30,G6_NL_30,30,303.15,Nutrient,Grac,6,5,254.1489511,5.541847497,Net Photosynthesis,Net PhotosynthesisNutrient,G6_NL,G6_L,G6
367,32,G6_NL_32,32,305.15,Nutrient,Grac,6,5,223.9775069,5.416000428,Net Photosynthesis,Net PhotosynthesisNutrient,G6_NL,G6_L,G6
368,34,G6_NL_34,34,307.15,Nutrient,Grac,6,5,182.6141707,5.212836658,Net Photosynthesis,Net PhotosynthesisNutrient,G6_NL,G6_L,G6
369,36,G6_NL_36,36,309.15,Nutrient,Grac,6,5,14.28540086,2.726898181,Net Photosynthesis,Net PhotosynthesisNutrient,G6_NL,G6_L,G6
370,39,G6_NL_39,39,312.15,Nutrient,Grac,6,5,-54.013575,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,G6_NL,G6_L,G6
371,42,G6_NL_42,42,315.15,Nutrient,Grac,6,5,-57.31413802,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,G6_NL,G6_L,G6
372,16,G7_AL_16,16,289.15,Ambient,Grac,7,15,123.1134951,4.82119643,Net Photosynthesis,Net PhotosynthesisAmbient,G7_AL,G7_L,G7
373,20,G7_AL_20,20,293.15,Ambient,Grac,7,15,150.1536291,5.018296731,Net Photosynthesis,Net PhotosynthesisAmbient,G7_AL,G7_L,G7
374,22,G7_AL_22,22,295.15,Ambient,Grac,7,15,177.9988175,5.1873792,Net Photosynthesis,Net PhotosynthesisAmbient,G7_AL,G7_L,G7
375,24,G7_AL_24,24,297.15,Ambient,Grac,7,15,156.1012971,5.056890802,Net Photosynthesis,Net PhotosynthesisAmbient,G7_AL,G7_L,G7
376,26,G7_AL_26,26,299.15,Ambient,Grac,7,15,139.8205919,4.947486682,Net Photosynthesis,Net PhotosynthesisAmbient,G7_AL,G7_L,G7
377,28,G7_AL_28,28,301.15,Ambient,Grac,7,15,139.6743819,4.946447871,Net Photosynthesis,Net PhotosynthesisAmbient,G7_AL,G7_L,G7
378,30,G7_AL_30,30,303.15,Ambient,Grac,7,15,106.466931,4.677183182,Net Photosynthesis,Net PhotosynthesisAmbient,G7_AL,G7_L,G7
379,32,G7_AL_32,32,305.15,Ambient,Grac,7,15,106.3078375,4.67570169,Net Photosynthesis,Net PhotosynthesisAmbient,G7_AL,G7_L,G7
380,34,G7_AL_34,34,307.15,Ambient,Grac,7,15,97.5530192,4.590594669,Net Photosynthesis,Net PhotosynthesisAmbient,G7_AL,G7_L,G7
381,36,G7_AL_36,36,309.15,Ambient,Grac,7,15,33.7970488,3.549532579,Net Photosynthesis,Net PhotosynthesisAmbient,G7_AL,G7_L,G7
382,39,G7_AL_39,39,312.15,Ambient,Grac,7,15,-37.85737986,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,G7_AL,G7_L,G7
383,42,G7_AL_42,42,315.15,Ambient,Grac,7,15,-51.22306263,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,G7_AL,G7_L,G7
1223,16,G7_ND_16,16,289.15,Nutrient,Grac,7,2,31.55485242,3.482926433,Respiration,RespirationNutrient,G7_ND,G7_D,G7
1224,20,G7_ND_20,20,293.15,Nutrient,Grac,7,2,44.47385223,3.817137485,Respiration,RespirationNutrient,G7_ND,G7_D,G7
1225,22,G7_ND_22,22,295.15,Nutrient,Grac,7,2,44.42914808,3.816153927,Respiration,RespirationNutrient,G7_ND,G7_D,G7
1226,24,G7_ND_24,24,297.15,Nutrient,Grac,7,2,42.99947613,3.784177728,Respiration,RespirationNutrient,G7_ND,G7_D,G7
1227,26,G7_ND_26,26,299.15,Nutrient,Grac,7,2,45.54512391,3.840422249,Respiration,RespirationNutrient,G7_ND,G7_D,G7
1228,28,G7_ND_28,28,301.15,Nutrient,Grac,7,2,44.66422129,3.821315087,Respiration,RespirationNutrient,G7_ND,G7_D,G7
1229,30,G7_ND_30,30,303.15,Nutrient,Grac,7,2,44.38307193,3.815139171,Respiration,RespirationNutrient,G7_ND,G7_D,G7
1230,32,G7_ND_32,32,305.15,Nutrient,Grac,7,2,40.22103945,3.718948792,Respiration,RespirationNutrient,G7_ND,G7_D,G7
1231,34,G7_ND_34,34,307.15,Nutrient,Grac,7,2,46.46453411,3.859982782,Respiration,RespirationNutrient,G7_ND,G7_D,G7
1232,36,G7_ND_36,36,309.15,Nutrient,Grac,7,2,33.28095269,3.534589885,Respiration,RespirationNutrient,G7_ND,G7_D,G7
1233,39,G7_ND_39,39,312.15,Nutrient,Grac,7,2,86.03241766,4.466280666,Respiration,RespirationNutrient,G7_ND,G7_D,G7
1234,42,G7_ND_42,42,315.15,Nutrient,Grac,7,2,13.13602169,2.648726269,Respiration,RespirationNutrient,G7_ND,G7_D,G7
384,16,G7_NL_16,16,289.15,Nutrient,Grac,7,5,92.2576641,4.535366244,Net Photosynthesis,Net PhotosynthesisNutrient,G7_NL,G7_L,G7
385,20,G7_NL_20,20,293.15,Nutrient,Grac,7,5,118.5861927,4.784037389,Net Photosynthesis,Net PhotosynthesisNutrient,G7_NL,G7_L,G7
386,22,G7_NL_22,22,295.15,Nutrient,Grac,7,5,160.1359896,5.082248664,Net Photosynthesis,Net PhotosynthesisNutrient,G7_NL,G7_L,G7
387,24,G7_NL_24,24,297.15,Nutrient,Grac,7,5,149.4080338,5.013351826,Net Photosynthesis,Net PhotosynthesisNutrient,G7_NL,G7_L,G7
388,26,G7_NL_26,26,299.15,Nutrient,Grac,7,5,157.5701217,5.066196904,Net Photosynthesis,Net PhotosynthesisNutrient,G7_NL,G7_L,G7
389,28,G7_NL_28,28,301.15,Nutrient,Grac,7,5,166.2333935,5.119390403,Net Photosynthesis,Net PhotosynthesisNutrient,G7_NL,G7_L,G7
390,30,G7_NL_30,30,303.15,Nutrient,Grac,7,5,140.8495668,4.954767107,Net Photosynthesis,Net PhotosynthesisNutrient,G7_NL,G7_L,G7
391,32,G7_NL_32,32,305.15,Nutrient,Grac,7,5,113.3011488,4.738836621,Net Photosynthesis,Net PhotosynthesisNutrient,G7_NL,G7_L,G7
392,34,G7_NL_34,34,307.15,Nutrient,Grac,7,5,52.95756078,3.988197826,Net Photosynthesis,Net PhotosynthesisNutrient,G7_NL,G7_L,G7
393,36,G7_NL_36,36,309.15,Nutrient,Grac,7,5,4.789515857,1.756048671,Net Photosynthesis,Net PhotosynthesisNutrient,G7_NL,G7_L,G7
394,39,G7_NL_39,39,312.15,Nutrient,Grac,7,5,-60.10167391,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,G7_NL,G7_L,G7
395,42,G7_NL_42,42,315.15,Nutrient,Grac,7,5,-70.80262962,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,G7_NL,G7_L,G7
1235,16,G8_AD_16,16,289.15,Ambient,Grac,8,8,26.5051041,3.314371591,Respiration,RespirationAmbient,G8_AD,G8_D,G8
1236,20,G8_AD_20,20,293.15,Ambient,Grac,8,8,40.94590339,3.736380774,Respiration,RespirationAmbient,G8_AD,G8_D,G8
1237,22,G8_AD_22,22,295.15,Ambient,Grac,8,8,45.29225345,3.834974635,Respiration,RespirationAmbient,G8_AD,G8_D,G8
1238,24,G8_AD_24,24,297.15,Ambient,Grac,8,8,45.68578886,3.843439811,Respiration,RespirationAmbient,G8_AD,G8_D,G8
1239,26,G8_AD_26,26,299.15,Ambient,Grac,8,8,45.54634992,3.840448589,Respiration,RespirationAmbient,G8_AD,G8_D,G8
1240,28,G8_AD_28,28,301.15,Ambient,Grac,8,8,52.31259673,3.97617264,Respiration,RespirationAmbient,G8_AD,G8_D,G8
1241,30,G8_AD_30,30,303.15,Ambient,Grac,8,8,43.28683744,3.79068751,Respiration,RespirationAmbient,G8_AD,G8_D,G8
1242,32,G8_AD_32,32,305.15,Ambient,Grac,8,8,57.69582597,4.072368616,Respiration,RespirationAmbient,G8_AD,G8_D,G8
1243,34,G8_AD_34,34,307.15,Ambient,Grac,8,8,54.4816001,4.016051436,Respiration,RespirationAmbient,G8_AD,G8_D,G8
1244,36,G8_AD_36,36,309.15,Ambient,Grac,8,8,45.22535625,3.833528484,Respiration,RespirationAmbient,G8_AD,G8_D,G8
1245,39,G8_AD_39,39,312.15,Ambient,Grac,8,8,48.12635414,3.894395635,Respiration,RespirationAmbient,G8_AD,G8_D,G8
1246,42,G8_AD_42,42,315.15,Ambient,Grac,8,8,43.4006105,3.793253219,Respiration,RespirationAmbient,G8_AD,G8_D,G8
396,16,G8_AL_16,16,289.15,Ambient,Grac,8,15,155.9702818,5.0560565,Net Photosynthesis,Net PhotosynthesisAmbient,G8_AL,G8_L,G8
397,20,G8_AL_20,20,293.15,Ambient,Grac,8,15,194.2836818,5.27445328,Net Photosynthesis,Net PhotosynthesisAmbient,G8_AL,G8_L,G8
398,22,G8_AL_22,22,295.15,Ambient,Grac,8,15,183.8555628,5.219574779,Net Photosynthesis,Net PhotosynthesisAmbient,G8_AL,G8_L,G8
399,24,G8_AL_24,24,297.15,Ambient,Grac,8,15,194.6119816,5.276133011,Net Photosynthesis,Net PhotosynthesisAmbient,G8_AL,G8_L,G8
400,26,G8_AL_26,26,299.15,Ambient,Grac,8,15,180.8126541,5.202976784,Net Photosynthesis,Net PhotosynthesisAmbient,G8_AL,G8_L,G8
401,28,G8_AL_28,28,301.15,Ambient,Grac,8,15,191.4250138,5.259706539,Net Photosynthesis,Net PhotosynthesisAmbient,G8_AL,G8_L,G8
402,30,G8_AL_30,30,303.15,Ambient,Grac,8,15,154.3216454,5.045498098,Net Photosynthesis,Net PhotosynthesisAmbient,G8_AL,G8_L,G8
403,32,G8_AL_32,32,305.15,Ambient,Grac,8,15,158.7370239,5.073528862,Net Photosynthesis,Net PhotosynthesisAmbient,G8_AL,G8_L,G8
404,34,G8_AL_34,34,307.15,Ambient,Grac,8,15,147.4815418,5.000460653,Net Photosynthesis,Net PhotosynthesisAmbient,G8_AL,G8_L,G8
